Data Source	World Development Indicators																																																											
																																																												
Last Updated Date	6/30/17																																																											
																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Antigua and Barbuda	ATG	Population density (people per sq. km of land area)	EN.POP.DNST		127.6	129.8727273	132.4863636	135.2818182	138.1386364	141.0431818	144	146.9431818	149.7954545	152.4954545	154.9727273	157.2181818	159.2409091	161.0863636	162.7477273	164.2840909	165.625	166.6454545	167.1090909	166.9136364	166.0590909	164.6545455	162.8159091	160.7386364	158.5954545	156.3840909	154.1931818	152.4045455	151.425	151.5818182	152.9704545	155.5159091	158.95	162.9977273	167.3159091	171.8818182	176.6795455	181.4795455	185.9795455	189.9636364	193.3113636	196.0590909	198.3931818	200.5840909	202.8477273	205.2295455	207.6840909	210.1772727	212.6840909	215.1386364	217.5431818	219.9477273	222.3272727	224.7159091	227.0977273	229.4613636
Australia	AUS	Population density (people per sq. km of land area)	EN.POP.DNST		1.364565299	1.398279161	1.425354386	1.453601135	1.482368561	1.516603101	1.535868164	1.563203728	1.596266743	1.628028065	1.684000885	1.715241529	1.741665907	1.786313995	1.808442784	1.826666493	1.84736342	1.868971532	1.889277951	1.912448095	1.943037892	1.975710399	2.000572745	2.023352381	2.051208622	2.085104721	2.117061297	2.151985733	2.188719524	2.22135298	2.249847051	2.277312784	2.299701912	2.32417375	2.352420499	2.383530974	2.41034586	2.435598714	2.463585124	2.493133567	2.526977598	2.558009971	2.589771292	2.619970582	2.654777866	2.694232196	2.711115161	2.765994559	2.823594496	2.867858584	2.90798641	2.958522057	3.009170821	3.053863296	3.096642672	3.140616612
Austria	AUT	Population density (people per sq. km of land area)	EN.POP.DNST		85.81132235	86.3388714	86.8952652	87.47639864	88.04660935	88.66633567	89.33153306	89.79659724	90.10722935	90.42245096	90.8268588	91.35627271	91.86382901	92.02031969	91.77649552	91.61449504	91.64967304	91.57550254	91.41953257	91.41962945	91.6530637	91.71881812	91.5707193	91.56495519	91.60795592	91.66619036	91.72421894	91.85416566	92.26891499	92.97469121	93.90761686	94.94682732	95.73302252	96.1021797	96.24943085	96.37947445	96.4887503	96.59468394	96.78280455	97.01581497	97.38790264	97.86821264	98.34612497	98.95817389	99.63464519	100.1288569	100.4563806	100.7713435	101.0356633	101.2874254	101.6417316	102.1148703	102.7416971	103.5053864	104.6153072	105.9990306
Azerbaijan	AZE	Population density (people per sq. km of land area)	EN.POP.DNST		48.4314503	50.1270774	51.85392408	53.55503082	55.18836295	56.73750556	58.20769795	59.60603002	60.94824375	62.24719709	63.50303424	64.71354411	65.88898903	67.04251535	68.18483002	69.32146076	70.45596453	71.59509475	72.74529243	73.9120372	75.09667496	76.30121249	77.53314827	78.80102623	80.10929257	81.45731041	82.83764135	84.23802829	85.64224858	86.02809522	87.37397407	88.70783614	90.06573176	91.29144285	92.34891909	93.28622757	94.19048992	95.23179127	96.52076658	97.43477998	98.19379207	98.9124646	99.62372356	100.4753726	101.5225018	102.6725317	103.8533687	106.0597625	108.2912905	109.5423442	110.9763362	112.4607902	113.9234808	115.3488139	116.7310768	118.0972624
Burundi	BDI	Population density (people per sq. km of land area)	EN.POP.DNST		110.5788941	112.6818146	114.8725078	117.2452882	119.8549844	122.7695872	125.9354751	129.1367991	132.077609	134.5640966	136.5027648	138.0080607	139.3492991	140.9106308	142.9709502	145.6253505	148.8003894	152.405296	156.2815421	160.3121885	164.454634	168.7455607	173.2370717	178.0098131	183.1022586	188.5344626	194.2264798	199.9982866	205.6084112	210.8806464	215.811838	220.449338	224.7429128	228.6451324	232.1673676	235.2457944	238.0100078	240.9015576	244.5070093	249.248676	255.2892913	262.5221573	270.759852	279.6904595	289.0688863	298.8838785	309.1734034	319.7922118	330.569743	341.3913551	352.1615265	362.9170561	373.8390187	385.1943146	397.1678349	409.8176402
Belgium	BEL	Population density (people per sq. km of land area)	EN.POP.DNST																																									338.5485469	339.7149934	341.2412483	342.6728203	344.1590819	346.0573646	348.347358	350.9147952	353.6979194	356.555251	359.8278071	364.8528402	367.5114267	369.3136394	370.180218	372.3314399	374.7740753
Benin	BEN	Population density (people per sq. km of land area)	EN.POP.DNST		21.86827776	22.19666548	22.55107308	22.93335403	23.34476765	23.78644023	24.25777758	24.75691735	25.28078219	25.82777581	26.39741043	26.99154842	27.61329372	28.26722242	28.95676658	29.68404576	30.44908656	31.25166726	32.09051082	32.96528024	33.87839659	34.83251153	35.82785562	36.86430472	37.94342852	39.06089039	40.22049486	41.44068819	42.74579638	44.15125931	45.66778113	47.28452465	48.9691646	50.67594892	52.37280951	54.04628414	55.70804363	57.38085314	59.09984037	60.88995211	62.75924973	64.69842143	66.69523767	68.73008159	70.78950869	72.87066336	74.98040972	77.12766939	79.3251685	81.58264455	83.90211068	86.2820149	88.72340369	91.22660518	93.79169918	96.41981199
Burkina Faso	BFA	Population density (people per sq. km of land area)	EN.POP.DNST		17.88954678	18.12984649	18.37653874	18.63629386	18.91399854	19.21185307	19.52857822	19.86126096	20.20531433	20.55774854	20.9187902	21.29083699	21.67574196	22.07617325	22.49468202	22.93142178	23.38792032	23.86995249	24.3847076	24.93729167	25.53055556	26.16321272	26.83079313	27.5264693	28.24527412	28.98645468	29.7517288	30.54205044	31.35900219	32.20407164	33.0777924	33.98067617	34.91402047	35.87934211	36.87820906	37.91207968	38.98225877	40.0903655	41.23794225	42.4266886	43.65711623	44.93092105	46.25226974	47.62634868	49.0567617	50.54523757	52.09072003	53.69051901	55.34027412	57.03661184	58.77888889	60.56730994	62.40030336	64.27623173	66.19380117	68.1521674
Bangladesh	BGD	Population density (people per sq. km of land area)	EN.POP.DNST		380.9848813	392.0268649	403.5677729	415.8339095	428.9316893	443.0589998	458.0215795	473.0696243	487.1890144	499.7139894	510.292264	519.3014519	527.7036568	536.8704002	547.7907582	560.7984635	575.600338	591.7941615	608.7176462	625.880464	643.1686871	660.7308212	678.6374894	697.0297457	715.9857494	735.5184067	755.5028732	775.7188369	795.8764078	815.7689329	835.272582	854.4360298	873.435807	892.5425751	911.9372436	931.625144	951.483752	971.4063532	991.2398479	1010.841538	1030.246293	1049.402067	1067.980341	1085.561105	1101.875248	1116.755043	1130.361765	1143.165199	1155.832435	1168.849213	1182.391611	1196.335968	1210.503895	1224.593063	1238.387386	1251.836521
Bulgaria	BGR	Population density (people per sq. km of land area)	EN.POP.DNST		71.79895146	72.43013649	73.01947935	73.61782518	74.15861882	74.64572901	75.11729187	75.65400886	76.23765706	76.73844346	77.16166501	77.52146796	77.92612311	78.44838651	78.82800325	79.17019796	79.58223809	79.67126458	79.77890265	80.10065082	80.36804664	80.60613758	80.80753864	80.99682726	80.9956341	80.9741571	81.09336527	81.18454307	80.24018801	78.80583024	78.0291693	77.19573353	76.58241887	76.32279671	75.98361204	75.59275061	75.13394197	74.63424026	74.2169755	73.85132423	72.3957516	72.03272978	71.48411327	70.95310776	70.4986377	69.97166529	69.47185342	68.98592211	68.57445652	68.12453021	67.68909359	67.2981577	66.92257738	66.54327561	66.120035	65.65790346
Bahrain	BHR	Population density (people per sq. km of land area)	EN.POP.DNST		243.3246377	250.9333333	258.173913	265.0536232	271.6391304	277.942029	284.1492754	290.8014493	298.6130435	308.1231884	319.2927536	332.1086957	347.1405797	365.0884058	386.2942029	411.2347826	439.384058	468.8014493	496.8086957	521.5768116	542.2028986	559.3478261	574.5710145	590.184058	607.8695652	628.2347826	650.6855072	674.2057971	697.2318841	718.7405797	738.7898551	736.7422535	755.2295775	774.0676056	793.9422535	815.0253521	837.9295775	864.3690141	896.5422535	936.0760563	982.4633803	1035.419718	1081.543056	1136.778082	1201.578378	1295.154054	1381.188	1466.565789	1559.248684	1628.427822	1666.58279	1688.593506	1708.325974	1733.329442	1779.319066	1848.470817
"Bahamas, The"	BHS	Population density (people per sq. km of land area)	EN.POP.DNST		11.4993007	12.0962038	12.72057942	13.35644356	13.99140859	14.62197802	15.24565435	15.84685315	16.40839161	16.91848152	17.36893107	17.76613387	18.13066933	18.49140859	18.86933067	19.27092907	19.69140859	20.13116883	20.58261738	21.04505495	21.51808192	22.00549451	22.4962038	22.97852148	23.44525475	23.88921079	24.31498501	24.73316683	25.15974026	25.60799201	26.08551449	26.58681319	27.08941059	27.56193806	27.98701299	28.35064935	28.66833167	28.97702298	29.32787213	29.75924076	30.28321678	30.88481518	31.54305694	32.22037962	32.89200799	33.54945055	34.1986014	34.83276723	35.45014985	36.04715285	36.62017982	37.16673327	37.68631369	38.17872128	38.64515485	39.08411588
Bosnia and Herzegovina	BIH	Population density (people per sq. km of land area)	EN.POP.DNST		64.48239216	65.74952941	67.0112549	68.21558824	69.32627451	70.32615686	71.22880392	72.06768627	72.8914902	73.73582353	74.61343137	75.51276471	76.41676471	77.2984902	78.13927451	78.92676471	79.67041176	80.39901961	81.15331373	81.95794118	82.79433333	83.63352941	84.47266667	85.3087451	86.12019608	86.97066667	87.81409804	88.3932549	88.3657451	87.51807843	85.71770588	82.79597656	79.84373047	77.1253125	75.0725	73.83550781	73.28966797	73.25166016	73.42027344	73.56847656	73.65789063	73.74623047	73.81341797	73.85326172	73.85800781	73.81773438	73.7109375	73.50779297	73.17501953	72.69695313	72.04814453	71.25390625	70.41013672	69.64847656	69.06173828	68.6878125
Belarus	BLR	Population density (people per sq. km of land area)	EN.POP.DNST		40.77704595	41.17495563	41.59550385	42.02437389	42.44724906	42.87367383	43.31319266	43.75148886	44.17424571	44.56714652	44.93973575	45.30155788	45.63829619	45.935634	46.17925458	46.39617432	46.65253402	46.95819365	47.2490633	47.53993295	47.87024256	48.19562217	48.52593177	48.85624137	49.17669099	49.51193059	49.84717018	49.99014001	50.13803983	50.23170972	50.25635969	50.36481956	50.47820943	50.4190495	50.25635969	50.08873989	49.87675015	49.64011043	49.43175902	49.19941826	48.94768783	48.6394912	48.30029581	47.97665796	47.64539269	47.33821587	47.1215032	46.95901922	46.87291687	46.77468211	46.6865704	46.6438076	46.6512099	46.69316939	46.76761126	46.8538761
Belize	BLZ	Population density (people per sq. km of land area)	EN.POP.DNST		4.151819377	4.269355546	4.391231916	4.518588338	4.652301622	4.793818501	4.940464708	5.088163086	5.228452433	5.356510302	5.470977641	5.574309513	5.668303376	5.756554143	5.842174485	5.924901359	6.005655414	6.092284086	6.194870671	6.31981587	6.469355546	6.641823762	6.83130206	7.029679965	7.23020605	7.433932486	7.642262166	7.848662867	8.043358176	8.222358615	8.379044279	8.518939062	8.66356861	8.841473038	9.073345024	9.367645769	9.715300307	10.09574748	10.47900044	10.84239369	11.17860587	11.49522139	11.79877247	12.10385796	12.4189829	12.74647085	13.08228847	13.42240246	13.76277948	14.09943007	14.43191583	14.76111355	15.08903989	15.41841298	15.75133713	16.0874178
Bermuda	BMU	Population density (people per sq. km of land area)	EN.POP.DNST		910	932	954	978	1002	1020	1040	1060	1080	1100	1092	1084	1076	1068	1060	1064	1068	1072	1076	1093.4	1101	1108.98	1118.6	1128.46	1137.96	1147.64	1156.98	1166.94	1176.82	1186.52	1180.42	1171.9	1178.2	1186.4	1194.92	1202.58	1209.94	1218.86	1225.7	1236.66	1250.08	1258.24	1266.5	1274.8	1283.08	1290.46	1297.76	1305.46	1312.72	1302.48	1291.28	1295.96	1300.02	1302.78	1304.7	1306.62
Bolivia	BOL	Population density (people per sq. km of land area)	EN.POP.DNST		3.475318933	3.542967784	3.612475768	3.683981353	3.75758331	3.833349949	3.911312656	3.99156651	4.074208437	4.159307671	4.246830056	4.336825441	4.429529216	4.525217391	4.624071818	4.726145112	4.831235115	4.938910736	5.048576572	5.159766454	5.272407459	5.386487584	5.501670821	5.617553771	5.73391489	5.850542786	5.967628542	6.085836795	6.206079572	6.329035355	6.454833379	6.583316717	6.7145066	6.848390104	6.984873996	7.124012739	7.265628173	7.409077818	7.553505031	7.698247946	7.843049017	7.98794886	8.132945629	8.278169482	8.423713653	8.569495061	8.715447245	8.861677282	9.008352257	9.155582018	9.303372104	9.451679129	9.600539094	9.74998523	9.900032309	10.05066187
Brazil	BRA	Population density (people per sq. km of land area)	EN.POP.DNST		8.895730749	9.161517754	9.434397964	9.711329793	9.990024096	10.26996425	10.55155549	10.83459526	11.11910928	11.40526397	11.69266858	11.98156504	12.27357737	12.57090298	12.87512533	13.18631681	13.5039455	13.82815662	14.15896671	14.49601957	14.83953463	15.18847076	15.53962018	15.88878435	16.23283183	16.57060829	16.90250319	17.22889806	17.55079252	17.86906477	18.1830619	18.4926644	18.79995812	19.10773485	19.41779056	19.73086189	20.0457475	20.35986954	20.66957995	20.97208075	21.26677347	21.55396069	21.83286581	22.10281929	22.36351162	22.61417157	22.8551612	23.08875288	23.31810618	23.54546215	23.77163914	23.995887	24.21694683	24.43284427	24.64209836	24.84438703
Barbados	BRB	Population density (people per sq. km of land area)	EN.POP.DNST		538.7860465	540.8976744	543.2255814	545.4581395	547.3813953	548.9395349	550.2813953	551.6255814	553.2860465	555.4604651	558.2209302	561.4906977	565.0604651	568.6953488	572.172093	575.4511628	578.5674419	581.4697674	584.1325581	586.4976744	588.5581395	590.327907	591.9023256	593.472093	595.172093	597.0604651	599.0953488	601.2255814	603.3906977	605.5209302	607.6162791	609.7302326	611.8348837	613.9883721	616.1837209	618.4697674	620.8023256	623.1395349	625.4	627.5511628	629.5	631.344186	633.1581395	635.0953488	637.2302326	639.6255814	642.2093023	644.927907	647.6046512	650.1604651	652.5604651	654.8488372	656.9976744	659.0348837	660.9697674	662.7813953
Brunei Darussalam	BRN	Population density (people per sq. km of land area)	EN.POP.DNST		16.24212524	16.98595825	17.75635674	18.56698292	19.43548387	20.36356736	21.34611006	22.38140417	23.46356736	24.58880455	25.7544592	26.95882353	28.18975332	29.43244782	30.67760911	31.92106262	33.16375712	34.39411765	35.60834915	36.80246679	37.96679317	39.11347249	40.25351044	41.40929791	42.60189753	43.82770398	45.08956357	46.38671727	47.7256167	49.10531309	50.52637571	51.98538899	53.46318786	54.93833017	56.39316888	57.81764706	59.21024668	60.57343454	61.91442125	63.23358634	64.53833017	65.81916509	67.05673624	68.22068311	69.28994307	70.25616698	71.1316888	71.96432638	72.82201139	73.74990512	74.76527514	75.85351044	76.98595825	78.12220114	79.22998102	80.3028463
Bhutan	BTN	Population density (people per sq. km of land area)	EN.POP.DNST		4.899471352	5.023350384	5.153307793	5.293431501	5.446225628	5.612738908	5.792051024	5.982385549	6.180553475	6.384457334	6.593176808	6.807032939	7.026774822	7.2543073	7.490572095	7.736125677	7.990154742	8.248271729	8.505232969	8.757399996	8.997281853	9.225649038	9.456734371	9.710849047	9.998887058	10.3364938	10.71072063	11.07105708	11.3489502	11.49926161	11.49934722	11.37608886	11.19613467	12.97746231	12.93660804	13.04728643	13.28527638	13.62198492	14.00861809	14.40743719	14.81407035	15.23615578	15.66417085	16.79780675	17.22693286	17.63591049	18.02235223	18.38943254	18.7438151	19.08967128	19.42728966	19.75409922	20.06876197	20.37012357	20.65708214	20.92937534
Botswana	BWA	Population density (people per sq. km of land area)	EN.POP.DNST		0.94798052	0.971961957	0.997570272	1.024824873	1.053746934	1.084489969	1.117205724	1.151947135	1.188643622	1.227386939	1.268044748	1.3107388	1.356046089	1.404716532	1.457201842	1.513692587	1.573811162	1.636731777	1.701279269	1.766551974	1.832260512	1.898415471	1.964849223	2.031464719	2.098201966	2.164716885	2.230893018	2.297069151	2.363778166	2.431337674	2.499834136	2.568829954	2.637398761	2.704324811	2.768679971	2.830377781	2.88962116	2.946067792	2.999421241	3.049670919	3.096598027	3.140742505	3.183771814	3.22786865	3.274666949	3.324754292	3.378000106	3.434353219	3.49351896	3.555248531	3.619605456	3.686614437	3.755769061	3.826465866	3.898147266	3.970603286
Central African Republic	CAF	Population density (people per sq. km of land area)	EN.POP.DNST		2.45469678	2.498733507	2.545447687	2.594812032	2.646686892	2.701346753	2.758680857	2.817657068	2.876849979	2.935421683	2.993030274	3.050365983	3.108993868	3.171082539	3.23826126	3.31054769	3.387680182	3.470816078	3.561229895	3.659541237	3.767050307	3.882699284	4.001950303	4.118596103	4.22843751	4.329163055	4.422684516	4.514180231	4.611172108	4.718899483	4.839038171	4.969352146	5.106459276	5.245224566	5.381821246	5.515138528	5.645942085	5.774479117	5.901486404	6.027458345	6.151406145	6.272451764	6.391320749	6.509094995	6.626071463	6.744611384	6.863462711	6.975161321	7.069617002	7.140718803	7.185066936	7.207961732	7.222788854	7.248052907	7.297345019	7.375230344
Canada	CAN	Population density (people per sq. km of land area)	EN.POP.DNST		2.009235158	2.046954366	2.085443355	2.125141997	2.163960891	2.20464925	2.244677798	2.281187352	2.312418417	2.344969104	2.380327838	2.418607446	2.459931094	2.504433052	2.552259798	2.586240077	2.61681133	2.643203779	2.669706197	2.704456255	2.738216596	2.771427095	2.799359103	2.826411364	2.852803813	2.88161557	2.919664684	2.95760383	3.010828602	3.05613564	3.097998683	3.136258386	3.170767943	3.201393741	3.228016464	3.262975463	3.297648543	3.326317341	3.353952434	3.383698924	3.418031101	3.448833289	3.48336341	3.518443373	3.5533034	3.581730817	3.61663736	3.655989052	3.698084788	3.739510266	3.776625307	3.821466628	3.865993549	3.908783737	3.942219231	3.990365107
Central Europe and the Baltics	CEB	Population density (people per sq. km of land area)	EN.POP.DNST		83.39808822	84.10284765	84.85333226	85.6461614	86.30198849	86.93712499	87.74712961	88.50638192	89.1571845	89.63827236	90.09633914	90.75155527	91.43598519	92.18263955	93.01112291	93.83353769	94.57342034	95.21908716	95.78451458	96.36417852	96.92848914	97.4563986	97.96016281	98.43608398	98.89466878	99.33492973	99.74144214	100.0967005	100.2885341	100.2381914	99.81613867	99.55837804	99.62790359	99.56738427	99.47293467	99.14709933	99.05746485	98.83040753	98.73462588	98.1102272	97.56257285	97.07321444	96.76705376	96.48599103	96.23412787	95.98979929	95.63968051	95.29846047	95.03029304	94.68209293	94.34498842	94.14499199	93.94333711	93.74857696	93.53260488	93.27565273
Switzerland	CHE	Population density (people per sq. km of land area)	EN.POP.DNST		137.4796094	141.0092846	144.0560362	146.4589152	148.1600891	149.7167071	151.583308	153.5041996	155.241525	156.3670563	157.1898148	158.3929367	159.5665604	160.4281775	160.3580247	159.4440397	158.9044222	158.9186905	159.238135	159.8716859	160.7486845	161.690675	162.3854736	162.9655443	163.6865339	164.5405652	165.577323	166.7987047	168.1527992	169.888411	172.0250449	173.9321511	175.5234132	176.9282046	178.1144729	178.9073568	179.3433855	179.8816222	180.7461354	181.7693047	182.9277636	184.3214665	185.6987677	186.9844383	188.1956324	189.385176	191.0901154	193.5336319	195.9669754	198.0187519	200.2327665	202.3702045	204.7106489	207.2236309	209.5960117	211.866029
Channel Islands	CHI	Population density (people per sq. km of land area)	EN.POP.DNST		581.0473684	586.6157895	592.6052632	598.8052632	605.2368421	611.7210526	618.2842105	624.8736842	631.4315789	637.8789474	644.2789474	650.6	656.4473684	661.4842105	665.3421053	667.9052632	669.3842105	670.4736842	672.0631579	674.8	678.8473684	684.1	690.2947368	697.1210526	704.2526316	711.7368421	719.5578947	727.3	734.3684211	740.3736842	745.0947368	748.7263158	751.6789474	754.6526316	758.1368421	762.2578947	766.9210526	771.9526316	777.3	782.7631579	788.3842105	794.2157895	800.2	806.1578947	812.0736842	817.9526316	823.7526316	829.3736842	834.7526316	839.9	844.7210526	849.2526316	853.5789474	857.7315789	861.8842105	866.0052632
